total_orders,avg_order_value,total_spend,recency_days,customer_tenure_days,orders_last_30d,orders_last_60d,orders_last_90d,avg_discount,discount_usage_rate,avg_kpt,avg_rider_wait,avg_distance,churn
2,1116.695,2233.39,33,84,0.0,1.0,1.0,87.48,0.5,39.415,20.75,5.0,1
5,557.76,2788.8,4,130,1.0,2.0,3.0,64.0,0.6,16.144,4.5600000000000005,4.8,0
1,1202.25,1202.25,120,0,0.0,0.0,0.0,175.0,1.0,18.4,0.8,0.5,1
1,639.45,639.45,84,0,0.0,0.0,1.0,0.0,0.0,17.52,5.8,2.0,1
1,241.5,241.5,8,0,1.0,1.0,1.0,80.0,1.0,13.12,6.9,2.0,0
1,848.4,848.4,98,0,0.0,0.0,0.0,100.0,1.0,18.15,14.4,3.0,1
2,478.8,957.6,120,23,0.0,0.0,0.0,93.0,1.0,10.725,3.1,3.0,1
1,660.45,660.45,14,0,1.0,1.0,1.0,0.0,0.0,16.43,0.3,4.0,0
1,523.95,523.95,83,0,0.0,0.0,1.0,100.0,1.0,9.42,3.9,0.5,1
1,628.95,628.95,124,0,0.0,0.0,0.0,200.0,1.0,14.82,7.8,5.0,1
1,393.75,393.75,35,0,0.0,1.0,1.0,0.0,0.0,16.6,0.3,2.0,1
1,166.95,166.95,108,0,0.0,0.0,0.0,100.0,1.0,8.2,1.3,2.0,1
4,708.595,2834.38,31,27,0.0,4.0,4.0,153.9,0.75,21.17,10.55,5.0,1
1,806.53,806.53,49,0,0.0,1.0,1.0,119.88,1.0,28.18,5.7,8.0,1
1,849.21,849.21,32,0,0.0,1.0,1.0,126.23,1.0,21.1,3.0,2.0,1
1,257.25,257.25,3,0,1.0,1.0,1.0,80.0,1.0,10.93,0.4,6.0,0
2,219.45,438.9,69,26,0.0,0.0,1.0,50.0,0.5,16.4,3.9000000000000004,7.0,1
1,648.9,648.9,101,0,0.0,0.0,0.0,100.0,1.0,19.28,6.8,5.0,1
2,2019.595,4039.19,16,25,1.0,2.0,2.0,116.575,0.5,20.490000000000002,2.65,1.0,0
1,1064.12,1064.12,58,0,0.0,1.0,1.0,112.61,1.0,18.22,11.1,2.0,1
1,729.75,729.75,72,0,0.0,0.0,1.0,0.0,0.0,15.23,0.4,5.0,1
5,1140.09,5700.45,76,57,0.0,0.0,2.0,0.0,0.0,17.43,3.3600000000000003,3.6,1
9,672.7,6054.3,4,113,2.0,3.0,5.0,33.333333333333336,0.2222222222222222,15.479999999999999,3.611111111111111,0.7777777777777778,0
2,401.495,802.99,20,0,2.0,2.0,2.0,123.625,1.0,13.524999999999999,0.6499999999999999,2.0,0
5,274.46999999999997,1372.35,48,93,0.0,1.0,2.0,81.8,0.4,21.276,9.82,2.8,1
3,625.1366666666667,1875.41,104,41,0.0,0.0,0.0,33.0,0.3333333333333333,13.883333333333333,7.433333333333334,1.0,1
3,652.75,1958.25,74,6,0.0,0.0,3.0,26.666666666666668,0.3333333333333333,24.01,4.8999999999999995,4.0,1
1,325.5,325.5,13,0,1.0,1.0,1.0,0.0,0.0,14.82,1.0,1.0,0
2,1535.625,3071.25,52,16,0.0,1.0,2.0,0.0,0.0,15.825,1.9500000000000002,7.0,1
1,660.45,660.45,65,0,0.0,0.0,1.0,0.0,0.0,16.2,1.5,3.0,1
1,366.45,366.45,59,0,0.0,1.0,1.0,0.0,0.0,16.22,0.4,3.0,1
2,325.5,651.0,0,1,2.0,2.0,2.0,0.0,0.0,16.32,3.35,2.0,0
1,1522.5,1522.5,142,0,0.0,0.0,0.0,585.0,1.0,20.23,3.7,1.0,1
3,408.45,1225.35,67,22,0.0,0.0,3.0,100.0,1.0,12.856666666666667,0.6,0.5,1
3,568.2433333333333,1704.73,62,15,0.0,0.0,3.0,154.15,0.6666666666666666,16.19333333333333,5.766666666666666,2.0,1
4,489.64500000000004,1958.5800000000002,1,132,1.0,3.0,3.0,176.175,0.75,16.9625,8.925,1.0,0
1,546.0,546.0,82,0,0.0,0.0,1.0,0.0,0.0,12.65,0.4,1.0,1
1,428.4,428.4,79,0,0.0,0.0,1.0,100.0,1.0,10.63,0.4,5.0,1
2,506.625,1013.25,128,7,0.0,0.0,0.0,46.5,0.5,15.25,12.8,3.0,1
19,672.4536842105263,12776.619999999999,5,129,1.0,6.0,13.0,83.41052631578947,0.631578947368421,16.62842105263158,7.1421052631578945,4.0,0
1,939.75,939.75,146,0,0.0,0.0,0.0,93.0,1.0,23.77,5.5,2.0,1
1,1005.9,1005.9,6,0,1.0,1.0,1.0,0.0,0.0,17.17,1.6,1.0,0
1,209.48,209.48,7,0,1.0,1.0,1.0,199.5,1.0,8.73,0.7,6.0,0
2,435.75,871.5,67,60,0.0,0.0,1.0,207.5,0.5,16.765,2.05,2.0,1
1,900.9,900.9,125,0,0.0,0.0,0.0,200.0,1.0,19.37,7.5,1.0,1
4,1293.7849999999999,5175.139999999999,48,47,0.0,2.0,2.0,206.325,1.0,26.5625,2.6500000000000004,9.0,1
1,624.75,624.75,99,0,0.0,0.0,0.0,100.0,1.0,20.45,3.2,3.0,1
2,665.7,1331.4,77,51,0.0,0.0,1.0,0.0,0.0,14.434999999999999,4.75,3.0,1
1,1037.4,1037.4,80,0,0.0,0.0,1.0,100.0,1.0,20.47,4.5,3.0,1
1,356.48,356.48,42,0,0.0,1.0,1.0,339.5,1.0,13.38,0.4,4.0,1
1,964.95,964.95,14,0,1.0,1.0,1.0,158.0,1.0,15.98,1.3,6.0,0
3,1057.0,3171.0,86,6,0.0,0.0,2.0,60.0,0.3333333333333333,21.16333333333333,2.2333333333333334,0.5,1
1,220.5,220.5,140,0,0.0,0.0,0.0,100.0,1.0,15.83,2.1,4.0,1
2,649.425,1298.85,126,7,0.0,0.0,0.0,100.0,0.5,18.6,6.45,9.0,1
1,711.9,711.9,36,0,0.0,1.0,1.0,0.0,0.0,14.62,0.2,6.0,1
2,1282.575,2565.15,5,105,1.0,1.0,1.0,0.0,0.0,18.235,10.350000000000001,1.0,0
2,345.45,690.9,36,0,0.0,2.0,2.0,45.0,0.5,15.465,3.9499999999999997,6.0,1
1,1933.16,1933.16,131,0,0.0,0.0,0.0,324.9,1.0,20.17,8.0,1.0,1
2,570.1500000000001,1140.3000000000002,139,10,0.0,0.0,0.0,56.0,0.5,17.035,1.3,5.0,1
4,1485.225,5940.9,13,85,1.0,1.0,3.0,117.5,0.5,18.5675,4.7749999999999995,4.5,0
4,337.05,1348.2,87,53,0.0,0.0,1.0,100.0,1.0,14.7525,6.825,2.0,1
2,748.125,1496.25,77,44,0.0,0.0,1.0,46.5,0.5,21.21,7.85,3.0,1
1,940.8,940.8,38,0,0.0,1.0,1.0,200.0,1.0,20.22,6.5,13.0,1
1,681.45,681.45,132,0,0.0,0.0,0.0,99.0,1.0,12.7,5.4,1.0,1
1,356.48,356.48,29,0,1.0,1.0,1.0,339.5,1.0,11.68,5.7,1.0,0
1,848.4,848.4,48,0,0.0,1.0,1.0,0.0,0.0,45.77,16.3,1.0,1
1,1129.8,1129.8,147,0,0.0,0.0,0.0,0.0,0.0,25.18,2.7,7.0,1
1,456.75,456.75,103,0,0.0,0.0,0.0,375.0,1.0,13.45,4.0,5.0,1
1,471.56,471.56,54,0,0.0,1.0,1.0,548.9,1.0,29.62,0.7,0.5,1
2,614.25,1228.5,86,11,0.0,0.0,1.0,0.0,0.0,14.845,1.7,5.0,1
1,220.5,220.5,123,0,0.0,0.0,0.0,100.0,1.0,2.38,5.6,5.0,1
2,1129.275,2258.55,77,32,0.0,0.0,1.0,56.0,0.5,17.185000000000002,3.3,1.0,1
2,889.46,1778.92,51,14,0.0,1.0,2.0,151.395,1.0,20.479999999999997,1.35,3.0,1
1,509.25,509.25,94,0,0.0,0.0,0.0,100.0,1.0,16.99,5.9,0.5,1
3,1231.7,3695.1,31,33,0.0,2.0,3.0,370.95,1.0,20.836666666666666,10.233333333333334,6.333333333333333,1
3,722.1899999999999,2166.5699999999997,28,105,1.0,1.0,2.0,87.2,1.0,16.843333333333334,0.8666666666666666,5.0,0
9,324.62,2921.58,7,139,4.0,7.0,7.0,55.72666666666667,0.6666666666666666,14.967777777777778,1.4444444444444444,0.8888888888888888,0
4,590.7574999999999,2363.0299999999997,31,107,0.0,2.0,2.0,61.125,0.25,27.925,13.825,6.25,1
5,840.7360000000001,4203.68,10,129,1.0,3.0,4.0,113.5,0.2,15.943999999999999,7.640000000000001,6.8,0
1,210.94,210.94,26,0,1.0,1.0,1.0,0.0,0.0,18.25,0.7,7.0,0
1,366.45,366.45,94,0,0.0,0.0,0.0,0.0,0.0,14.47,0.7,5.0,1
8,307.06375,2456.51,3,34,4.0,8.0,8.0,255.0625,1.0,14.18625,6.675,1.75,0
2,396.375,792.75,67,20,0.0,0.0,2.0,100.0,1.0,19.72,5.45,1.0,1
1,259.0,259.0,33,0,0.0,1.0,1.0,0.0,0.0,0.02,3.1,0.5,1
1,877.68,877.68,82,0,0.0,0.0,1.0,0.0,0.0,15.82,7.7,8.0,1
2,681.45,1362.9,98,28,0.0,0.0,0.0,149.5,1.0,19.195,7.95,6.5,1
1,345.45,345.45,33,0,0.0,1.0,1.0,0.0,0.0,16.37,4.0,9.0,1
1,334.95,334.95,129,0,0.0,0.0,0.0,0.0,0.0,12.63,11.5,4.0,1
1,428.4,428.4,147,0,0.0,0.0,0.0,0.0,0.0,9.82,2.5,5.0,1
2,716.0999999999999,1432.1999999999998,29,3,1.0,2.0,2.0,0.0,0.0,17.325000000000003,12.6,5.0,0
1,582.75,582.75,43,0,0.0,1.0,1.0,90.0,1.0,16.8,0.4,6.0,1
2,486.67499999999995,973.3499999999999,82,9,0.0,0.0,1.0,50.0,0.5,19.745,9.149999999999999,3.0,1
1,325.5,325.5,100,0,0.0,0.0,0.0,0.0,0.0,10.75,4.1,2.0,1
1,712.95,712.95,39,0,0.0,1.0,1.0,0.0,0.0,14.87,3.9,2.0,1
1,1330.35,1330.35,19,0,1.0,1.0,1.0,270.0,1.0,31.37,8.2,2.0,0
1,1020.08,1020.08,13,0,1.0,1.0,1.0,273.5,1.0,17.93,0.7,11.0,0
2,699.94,1399.88,7,41,1.0,2.0,2.0,170.89499999999998,1.0,14.785,4.25,4.5,0
3,276.15000000000003,828.45,112,24,0.0,0.0,0.0,60.0,0.6666666666666666,10.853333333333333,3.533333333333333,1.0,1
1,303.45,303.45,133,0,0.0,0.0,0.0,0.0,0.0,12.92,1.3,4.0,1
4,909.755,3639.02,16,75,1.0,2.0,3.0,122.0675,1.0,18.37,5.2,2.0,0
1,973.35,973.35,41,0,0.0,1.0,1.0,658.0,1.0,17.05,5.5,6.0,1
1,585.82,585.82,44,0,0.0,1.0,1.0,87.08,1.0,14.98,0.7,3.0,1
1,753.9,753.9,48,0,0.0,1.0,1.0,0.0,0.0,32.95,7.5,3.0,1
1,754.95,754.95,9,0,1.0,1.0,1.0,120.0,1.0,14.08,2.5,2.0,0
1,12663.0,12663.0,100,0,0.0,0.0,0.0,4020.0,1.0,90.87,68.0,10.0,1
2,747.075,1494.15,94,45,0.0,0.0,0.0,175.0,1.0,16.495,0.3,0.5,1
1,504.0,504.0,148,0,0.0,0.0,0.0,99.0,1.0,11.03,0.9,5.0,1
1,691.95,691.95,94,0,0.0,0.0,0.0,0.0,0.0,10.8,0.4,6.0,1
1,450.45,450.45,136,0,0.0,0.0,0.0,120.0,1.0,12.38,5.7,3.0,1
1,1674.81,1674.81,13,0,1.0,1.0,1.0,248.94,1.0,26.33,0.6,11.0,0
1,523.95,523.95,71,0,0.0,0.0,1.0,100.0,1.0,12.23,1.0,5.0,1
1,1286.99,1286.99,38,0,0.0,1.0,1.0,191.3,1.0,37.32,0.2,7.0,1
7,546.9,3828.3,0,141,2.0,2.0,3.0,211.0,0.42857142857142855,23.474285714285713,6.128571428571428,3.0,0
1,786.45,786.45,49,0,0.0,1.0,1.0,0.0,0.0,17.87,0.4,10.0,1
1,521.85,521.85,29,0,1.0,1.0,1.0,0.0,0.0,12.43,1.8,7.0,0
1,1077.3,1077.3,94,0,0.0,0.0,0.0,0.0,0.0,20.32,8.3,5.0,1
1,873.6,873.6,8,0,1.0,1.0,1.0,157.0,1.0,16.88,6.5,1.0,0
1,378.0,378.0,122,0,0.0,0.0,0.0,99.0,1.0,15.53,2.0,0.5,1
2,771.23,1542.46,49,45,0.0,1.0,1.0,94.495,0.5,23.425,4.199999999999999,3.0,1
2,529.2,1058.4,1,23,2.0,2.0,2.0,105.0,1.0,10.68,0.35,5.0,0
2,376.95,753.9,74,40,0.0,0.0,1.0,100.0,1.0,10.82,4.65,6.0,1
2,403.20000000000005,806.4000000000001,37,0,0.0,2.0,2.0,45.0,0.5,8.525,2.55,6.0,1
1,292.95,292.95,12,0,1.0,1.0,1.0,90.0,1.0,7.07,2.6,2.0,0
1,236.25,236.25,107,0,0.0,0.0,0.0,100.0,1.0,11.45,10.4,7.0,1
1,502.95,502.95,80,0,0.0,0.0,1.0,0.0,0.0,17.85,0.3,6.0,1
1,531.32,531.32,10,0,1.0,1.0,1.0,78.98,1.0,12.6,11.1,7.0,0
1,582.75,582.75,34,0,0.0,1.0,1.0,0.0,0.0,14.43,0.9,6.0,1
1,426.3,426.3,130,0,0.0,0.0,0.0,112.0,1.0,12.83,0.2,4.0,1
1,408.45,408.45,2,0,1.0,1.0,1.0,90.0,1.0,17.4,11.0,3.0,0
1,1357.65,1357.65,16,0,1.0,1.0,1.0,175.0,1.0,24.42,16.8,15.0,0
1,628.95,628.95,117,0,0.0,0.0,0.0,0.0,0.0,18.33,7.3,3.0,1
1,490.35,490.35,87,0,0.0,0.0,1.0,0.0,0.0,13.85,1.7,0.5,1
1,532.35,532.35,88,0,0.0,0.0,1.0,100.0,1.0,15.43,4.0,7.0,1
1,701.4,701.4,81,0,0.0,0.0,1.0,100.0,1.0,16.2,1.3,4.0,1
3,572.6,1717.8,24,90,1.0,2.0,2.0,30.0,0.3333333333333333,16.290000000000003,4.066666666666666,1.0,0
2,576.975,1153.95,121,4,0.0,0.0,0.0,49.5,0.5,12.75,2.8,1.0,1
2,628.95,1257.9,59,55,0.0,1.0,1.0,0.0,0.0,12.475000000000001,4.0,1.0,1
9,252.76000000000002,2274.84,23,101,1.0,4.0,6.0,131.72222222222223,1.0,13.814444444444444,3.2444444444444445,1.8888888888888888,0
6,676.5500000000001,4059.3,9,129,1.0,2.0,3.0,26.166666666666668,0.16666666666666666,19.78,7.233333333333334,7.0,0
6,476.7,2860.2,14,76,1.0,3.0,5.0,0.0,0.0,15.056666666666667,3.9166666666666665,6.0,0
1,376.95,376.95,76,0,0.0,0.0,1.0,100.0,1.0,14.82,10.4,0.5,1
7,472.95,3310.65,36,98,0.0,1.0,2.0,28.571428571428573,0.2857142857142857,19.72714285714286,5.114285714285714,7.0,1
7,429.75,3008.25,68,78,0.0,0.0,3.0,68.57142857142857,0.7142857142857143,13.69,4.257142857142857,1.2857142857142858,1
1,659.4,659.4,28,0,1.0,1.0,1.0,90.0,1.0,13.1,0.7,3.0,0
1,399.0,399.0,124,0,0.0,0.0,0.0,99.0,1.0,14.37,7.6,1.0,1
1,256.73,256.73,29,0,1.0,1.0,1.0,244.5,1.0,11.47,1.4,7.0,0
5,298.40999999999997,1492.05,13,87,1.0,3.0,3.0,71.8,0.8,14.280000000000001,4.0,4.0,0
3,807.1,2421.3,69,74,0.0,0.0,1.0,40.0,0.3333333333333333,20.516666666666666,3.8000000000000003,9.0,1
2,584.38,1168.76,46,63,0.0,1.0,1.0,87.45,1.0,15.955000000000002,5.1499999999999995,0.5,1
1,660.45,660.45,0,0,1.0,1.0,1.0,0.0,0.0,12.98,2.8,4.0,0
1,729.75,729.75,20,0,1.0,1.0,1.0,0.0,0.0,17.38,8.1,4.0,0
1,256.73,256.73,31,0,0.0,1.0,1.0,244.5,1.0,19.08,10.5,4.0,1
1,837.9,837.9,139,0,0.0,0.0,0.0,0.0,0.0,16.93,1.7,6.0,1
1,687.94,687.94,71,0,0.0,0.0,1.0,0.0,0.0,12.85,8.1,10.0,1
2,712.425,1424.85,132,1,0.0,0.0,0.0,49.5,0.5,21.505000000000003,10.95,1.0,1
1,563.12,563.12,50,0,0.0,1.0,1.0,83.7,1.0,14.8,2.1,9.0,1
3,635.9533333333334,1907.8600000000001,13,75,2.0,2.0,3.0,353.0,1.0,16.283333333333335,3.266666666666667,3.0,0
1,639.45,639.45,92,0,0.0,0.0,0.0,0.0,0.0,11.35,3.2,8.0,1
1,1120.35,1120.35,83,0,0.0,0.0,1.0,0.0,0.0,16.35,2.7,1.0,1
1,136.5,136.5,95,0,0.0,0.0,0.0,99.0,1.0,10.47,7.4,2.0,1
5,1008.6299999999999,5043.15,95,35,0.0,0.0,0.0,62.4,0.4,16.214000000000002,0.8,6.0,1
1,911.4,911.4,94,0,0.0,0.0,0.0,0.0,0.0,65.33,28.6,3.0,1
1,367.5,367.5,10,0,1.0,1.0,1.0,350.0,1.0,19.42,0.3,2.0,0
1,555.45,555.45,91,0,0.0,0.0,0.0,100.0,1.0,27.73,19.7,2.0,1
1,325.5,325.5,22,0,1.0,1.0,1.0,0.0,0.0,18.95,8.5,1.0,0
1,399.0,399.0,126,0,0.0,0.0,0.0,99.0,1.0,15.4,9.7,6.0,1
3,831.25,2493.75,31,88,0.0,1.0,1.0,133.33333333333334,0.6666666666666666,20.05,6.166666666666667,6.666666666666667,1
2,586.95,1173.9,143,4,0.0,0.0,0.0,60.0,0.5,28.46,14.25,7.0,1
1,764.4,764.4,37,0,0.0,1.0,1.0,200.0,1.0,21.32,13.5,3.0,1
1,378.0,378.0,135,0,0.0,0.0,0.0,99.0,1.0,15.45,3.8,4.0,1
1,845.88,845.88,82,0,0.0,0.0,1.0,0.0,0.0,31.23,10.3,0.5,1
2,518.7,1037.4,28,50,1.0,1.0,2.0,95.0,1.0,13.375,2.7,1.0,0
1,984.9,984.9,106,0,0.0,0.0,0.0,0.0,0.0,17.05,7.7,3.0,1
2,188.475,376.95,40,82,0.0,1.0,1.0,94.5,1.0,11.27,5.2,1.0,1
2,663.835,1327.67,25,2,2.0,2.0,2.0,107.775,1.0,20.79,7.65,5.0,0
1,488.25,488.25,15,0,1.0,1.0,1.0,120.0,1.0,16.08,0.4,5.0,0
1,325.5,325.5,100,0,0.0,0.0,0.0,0.0,0.0,15.38,0.7,2.0,1
1,1739.85,1739.85,82,0,0.0,0.0,1.0,99.0,1.0,32.03,9.1,16.0,1
4,570.1525,2280.61,6,122,2.0,3.0,3.0,166.0,0.5,16.3275,4.574999999999999,4.5,0
3,615.1266666666667,1845.3799999999999,35,112,0.0,1.0,1.0,93.5,1.0,13.736666666666666,4.766666666666667,3.0,1
1,231.0,231.0,44,0,0.0,1.0,1.0,90.0,1.0,15.27,4.3,2.0,1
1,325.5,325.5,67,0,0.0,0.0,1.0,0.0,0.0,9.48,1.0,5.0,1
2,685.125,1370.25,0,74,1.0,1.0,2.0,87.5,0.5,21.305,7.0,7.5,0
2,830.13,1660.26,6,55,1.0,1.0,2.0,52.9,0.5,12.695,6.1,2.5,0
2,1162.35,2324.7,17,0,2.0,2.0,2.0,0.0,0.0,21.2,2.25,3.0,0
12,631.7066666666667,7580.4800000000005,6,131,2.0,4.0,6.0,122.04166666666667,0.9166666666666666,16.0925,0.975,4.0,0
1,1204.35,1204.35,112,0,0.0,0.0,0.0,100.0,1.0,14.18,6.4,2.0,1
1,1095.15,1095.15,122,0,0.0,0.0,0.0,112.0,1.0,14.2,0.5,5.0,1
1,628.95,628.95,20,0,1.0,1.0,1.0,0.0,0.0,10.35,1.1,2.0,0
1,774.9,774.9,105,0,0.0,0.0,0.0,0.0,0.0,16.47,11.5,2.0,1
3,687.9766666666668,2063.9300000000003,50,78,0.0,1.0,1.0,79.46666666666667,0.6666666666666666,21.14,4.3999999999999995,13.333333333333334,1
3,727.1433333333333,2181.43,43,76,0.0,1.0,1.0,230.83333333333334,1.0,18.58666666666667,10.633333333333333,2.0,1
1,837.9,837.9,88,0,0.0,0.0,1.0,0.0,0.0,17.05,9.3,4.0,1
1,580.65,580.65,50,0,0.0,1.0,1.0,553.0,1.0,20.15,0.3,3.0,1
1,1030.05,1030.05,33,0,0.0,1.0,1.0,157.0,1.0,25.38,2.6,6.0,1
4,476.9625,1907.85,21,72,1.0,2.0,3.0,121.0,0.25,17.2475,6.2,3.5,0
1,267.75,267.75,97,0,0.0,0.0,0.0,100.0,1.0,13.97,9.9,2.0,1
1,296.1,296.1,52,0,0.0,1.0,1.0,282.0,1.0,14.28,2.8,7.0,1
1,298.73,298.73,2,0,1.0,1.0,1.0,284.5,1.0,7.63,0.7,5.0,0
1,594.3,594.3,152,0,0.0,0.0,0.0,93.0,1.0,13.0,1.0,6.0,1
1,1044.75,1044.75,150,0,0.0,0.0,0.0,93.0,1.0,16.37,5.8,6.0,1
1,325.5,325.5,142,0,0.0,0.0,0.0,310.0,1.0,21.8,12.4,7.0,1
4,659.925,2639.7,48,91,0.0,1.0,1.0,0.0,0.0,21.5925,3.9750000000000005,1.0,1
1,887.25,887.25,133,0,0.0,0.0,0.0,50.0,1.0,19.2,2.5,8.0,1
2,689.8499999999999,1379.6999999999998,18,97,1.0,1.0,1.0,0.0,0.0,18.740000000000002,6.2,1.0,0
2,934.4300000000001,1868.8600000000001,12,99,1.0,1.0,1.0,133.565,1.0,25.5,3.3,3.0,0
1,1298.85,1298.85,112,0,0.0,0.0,0.0,200.0,1.0,20.68,8.0,4.0,1
2,187.95,375.9,0,7,2.0,2.0,2.0,90.0,1.0,13.58,5.65,5.0,0
2,941.3499999999999,1882.6999999999998,33,10,0.0,2.0,2.0,0.0,0.0,16.54,0.8,4.0,1
1,2185.25,2185.25,8,0,1.0,1.0,1.0,324.81,1.0,18.0,0.7,6.0,0
2,335.48,670.96,41,15,0.0,2.0,2.0,319.5,1.0,11.675,2.2,6.0,1
1,434.18,434.18,41,0,0.0,1.0,1.0,413.5,1.0,17.2,12.6,2.0,1
2,491.92499999999995,983.8499999999999,114,8,0.0,0.0,0.0,49.5,0.5,17.965,1.5,1.0,1
1,503.37,503.37,139,0,0.0,0.0,0.0,99.6,1.0,13.17,0.5,4.0,1
2,377.475,754.95,68,56,0.0,0.0,1.0,99.5,1.0,11.785,6.5,3.0,1
1,220.5,220.5,138,0,0.0,0.0,0.0,100.0,1.0,18.85,0.4,5.0,1
1,271.95,271.95,43,0,0.0,1.0,1.0,0.0,0.0,11.58,2.8,3.0,1
2,813.75,1627.5,112,14,0.0,0.0,0.0,175.0,1.0,17.05,4.35,4.0,1
2,1101.215,2202.43,42,45,0.0,1.0,2.0,108.725,1.0,13.725000000000001,0.55,1.0,1
1,282.45,282.45,106,0,0.0,0.0,0.0,0.0,0.0,12.33,1.8,4.0,1
2,530.7850000000001,1061.5700000000002,7,42,1.0,2.0,2.0,79.49000000000001,1.0,16.035,6.3,8.0,0
1,797.44,797.44,20,0,1.0,1.0,1.0,118.53,1.0,11.97,2.9,5.0,0
3,444.5,1333.5,49,100,0.0,1.0,2.0,103.33333333333333,0.3333333333333333,19.813333333333333,4.8,2.0,1
1,1314.23,1314.23,8,0,1.0,1.0,1.0,195.35,1.0,18.03,8.5,4.0,0
1,984.9,984.9,72,0,0.0,0.0,1.0,100.0,1.0,18.75,0.5,1.0,1
3,879.1999999999999,2637.6,82,49,0.0,0.0,1.0,66.66666666666667,0.3333333333333333,20.69,5.066666666666667,7.0,1
3,615.8066666666667,1847.42,11,6,3.0,3.0,3.0,89.51666666666667,1.0,13.763333333333334,0.5333333333333333,5.0,0
1,1435.35,1435.35,31,0,0.0,1.0,1.0,270.0,1.0,31.2,3.8,3.0,1
1,751.8,751.8,131,0,0.0,0.0,0.0,93.0,1.0,16.78,9.0,8.0,1
2,645.64,1291.28,26,0,2.0,2.0,2.0,86.605,0.5,7.015000000000001,1.25,8.0,0
2,329.18,658.36,42,2,0.0,2.0,2.0,313.5,1.0,15.5,0.45,2.0,1
2,791.175,1582.35,59,10,0.0,1.0,2.0,0.0,0.0,13.575,5.7,2.5,1
1,3743.25,3743.25,2,0,1.0,1.0,1.0,0.0,0.0,28.85,17.2,2.0,0
2,826.35,1652.7,117,9,0.0,0.0,0.0,160.0,1.0,17.525,8.8,1.0,1
1,502.95,502.95,7,0,1.0,1.0,1.0,120.0,1.0,18.83,8.0,7.0,0
29,380.93275862068964,11047.05,59,87,0.0,1.0,14.0,85.37931034482759,0.8620689655172413,15.236206896551725,3.575862068965517,5.9655172413793105,1
1,220.5,220.5,66,0,0.0,0.0,1.0,100.0,1.0,12.62,2.9,1.0,1
1,731.85,731.85,129,0,0.0,0.0,0.0,112.0,1.0,16.35,0.4,2.0,1
3,852.9499999999999,2558.85,26,16,1.0,3.0,3.0,52.333333333333336,0.3333333333333333,17.91,5.5,2.0,0
7,645.3000000000001,4517.1,17,125,1.0,2.0,4.0,14.142857142857142,0.14285714285714285,18.2,4.542857142857143,3.7142857142857144,0
1,214.73,214.73,19,0,1.0,1.0,1.0,204.5,1.0,11.77,0.6,4.0,0
2,707.175,1414.35,91,51,0.0,0.0,0.0,245.0,1.0,18.96,8.600000000000001,7.0,1
3,499.09999999999997,1497.3,79,23,0.0,0.0,1.0,118.0,1.0,18.49,7.166666666666667,4.0,1
1,1686.3,1686.3,21,0,1.0,1.0,1.0,270.0,1.0,26.67,3.8,7.0,0
3,230.29999999999998,690.9,15,131,1.0,1.0,1.0,109.33333333333333,0.6666666666666666,14.663333333333334,5.533333333333332,2.0,0
1,177.45,177.45,52,0,0.0,1.0,1.0,90.0,1.0,14.17,16.2,3.0,1
1,922.95,922.95,6,0,1.0,1.0,1.0,0.0,0.0,14.13,1.3,3.0,0
1,220.5,220.5,133,0,0.0,0.0,0.0,100.0,1.0,19.92,1.8,2.0,1
1,304.5,304.5,8,0,1.0,1.0,1.0,80.0,1.0,14.48,1.4,3.0,0
1,532.35,532.35,92,0,0.0,0.0,0.0,100.0,1.0,18.18,1.8,6.0,1
1,366.45,366.45,139,0,0.0,0.0,0.0,0.0,0.0,11.17,0.2,4.0,1
2,125.475,250.95,137,13,0.0,0.0,0.0,99.0,1.0,12.95,10.0,5.0,1
3,656.6,1969.8,21,56,1.0,2.0,3.0,52.333333333333336,0.3333333333333333,17.733333333333334,6.333333333333333,7.0,0
2,392.7,785.4,61,48,0.0,0.0,1.0,50.0,0.5,16.25,1.1,3.0,1
1,441.0,441.0,59,0,0.0,1.0,1.0,0.0,0.0,15.57,0.3,2.0,1
3,1122.8,3368.4,95,45,0.0,0.0,0.0,0.0,0.0,19.473333333333333,6.5,4.0,1
1,393.75,393.75,67,0,0.0,0.0,1.0,0.0,0.0,22.77,15.7,10.0,1
1,639.45,639.45,77,0,0.0,0.0,1.0,0.0,0.0,16.53,4.6,2.0,1
1,220.5,220.5,133,0,0.0,0.0,0.0,100.0,1.0,19.1,7.1,4.0,1
1,817.95,817.95,148,0,0.0,0.0,0.0,175.0,1.0,28.65,11.9,6.0,1
1,428.4,428.4,139,0,0.0,0.0,0.0,100.0,1.0,56.65,9.4,4.0,1
8,1124.41875,8995.35,9,96,1.0,4.0,6.0,126.75,0.375,23.7875,3.8625,1.0,0
2,1342.565,2685.13,12,84,1.0,1.0,1.0,144.365,1.0,18.22,4.2,6.0,0
1,367.5,367.5,15,0,1.0,1.0,1.0,350.0,1.0,18.92,6.5,2.0,0
1,627.9,627.9,6,0,1.0,1.0,1.0,0.0,0.0,15.1,3.1,6.0,0
2,623.895,1247.79,9,41,1.0,2.0,2.0,170.935,1.0,16.015,0.65,6.0,0
1,403.2,403.2,29,0,1.0,1.0,1.0,384.0,1.0,21.68,13.9,5.0,0
1,764.4,764.4,125,0,0.0,0.0,0.0,200.0,1.0,23.5,8.9,7.0,1
